muestra_id,acidez fija,acidez volatil,acido citrico,azucar residual,cloruros,dioxido de azufre libre,dioxido de azufre total,pH,sulfatos,calidad,SO2_l / SO2_tot,diox_simil_1,diox_simil_2
1702,8.9,0.61,0.49,2.0,0.27,23.0,110.0,3.12,1.02,5,0.20909090909090908,1.0578788696485318e-09,0.9380049995307295
1703,6.5,0.28,0.28,20.4,0.041,40.0,144.0,3.14,0.38,5,0.2777777777777778,1.4615999237207966e-18,0.922193691444608
1704,6.4,0.31,0.31,12.9,0.045,55.0,161.0,3.02,0.59,5,0.3416149068322981,4.031111852619467e-24,0.7362025458114003
1705,7.4,0.24,0.22,10.7,0.042,26.0,81.0,2.86,0.36,6,0.32098765432098764,0.00015877856490002055,0.6027516647500953
1706,6.7,0.28,0.14,1.4,0.043,64.0,159.0,3.17,0.39,5,0.4025157232704403,1.988652231859961e-23,0.7616638213305269
1707,6.0,0.24,0.27,1.9,0.048,40.0,170.0,3.64,0.54,7,0.23529411764705882,2.2768604782708498e-27,0.6163132019122897
1708,8.2,0.24,0.49,9.3,0.038,52.0,163.0,3.02,0.33,6,0.31901840490797545,7.977517914939344e-25,0.7101706398545315
1709,8.9,0.21,0.37,1.2,0.028,20.0,93.0,3.2,0.37,5,0.21505376344086022,2.111736422206623e-06,0.7616638213305269
1710,7.3,0.28,0.35,1.6,0.054,31.0,148.0,3.18,0.47,5,0.20945945945945946,8.403950222399538e-20,0.8860339595928756
1711,11.2,0.66,0.24,2.5,0.085,16.0,53.0,3.06,0.72,6,0.3018867924528302,0.131598455037034,0.2638828564181558
1712,6.1,0.17,0.27,1.5,0.056,45.0,135.0,3.2,0.43,6,0.3333333333333333,6.355759997078935e-16,0.9799536542670847
1713,6.8,0.32,0.34,6.0,0.05,5.0,129.0,3.19,0.4,5,0.03875968992248062,2.784842452933014e-14,0.9977525293526299
1714,7.0,0.23,0.33,1.0,0.043,46.0,110.0,3.04,0.65,6,0.41818181818181815,1.0578788696485318e-09,0.9380049995307295
1715,8.2,0.68,0.3,2.1,0.047,17.0,138.0,3.22,0.71,4,0.12318840579710146,8.854683967714215e-17,0.9646402934831231
1716,7.1,0.29,0.49,1.2,0.031,32.0,99.0,3.07,0.33,6,0.32323232323232326,1.7613765798223122e-07,0.8333929661285026
1717,6.6,0.26,0.52,8.2,0.047,52.0,191.0,3.16,0.47,6,0.27225130890052357,9.070826166408033e-36,0.3477574586840902
1718,6.9,0.32,0.27,16.0,0.034,58.0,185.0,3.34,0.6,6,0.31351351351351353,2.984129468011159e-33,0.41884682445147203
1719,6.9,0.4,0.17,12.9,0.033,59.0,186.0,3.08,0.49,5,0.3172043010752688,1.1529317761451266e-33,0.4065696597405991
1720,7.2,0.23,0.38,14.3,0.058,55.0,194.0,3.09,0.44,6,0.28350515463917525,4.611939298975168e-37,0.3147426368427819
1721,5.9,0.32,0.26,1.5,0.057,17.0,141.0,3.24,0.36,5,0.12056737588652482,1.168763767112266e-17,0.9453027806520595
1722,5.0,0.33,0.23,11.8,0.03,23.0,158.0,3.41,0.64,6,0.14556962025316456,4.377409621689854e-23,0.7741419687922484
1723,7.0,0.28,0.33,14.6,0.043,47.0,168.0,3.34,0.67,6,0.27976190476190477,1.251336797465485e-26,0.6433927065729562
1724,6.3,0.27,0.37,7.9,0.047,58.0,215.0,3.19,0.48,6,0.26976744186046514,8.930741004919789e-47,0.13803472431586922
1725,7.6,0.48,0.31,9.4,0.046,6.0,194.0,3.07,0.61,5,0.030927835051546393,4.611939298975168e-37,0.3147426368427819
1726,6.4,0.23,0.37,7.9,0.05,60.0,150.0,2.86,0.49,6,0.4,1.943910877113129e-20,0.865887748059205
1727,8.5,0.28,0.34,13.8,0.041,32.0,161.0,3.13,0.4,6,0.19875776397515527,4.031111852619467e-24,0.7362025458114003
1728,6.5,0.29,0.3,9.15,0.051,25.0,166.0,3.24,0.56,6,0.15060240963855423,6.71411762552558e-26,0.6703200460356393
1729,7.7,0.24,0.31,1.3,0.047,33.0,106.0,3.22,0.55,6,0.3113207547169811,7.39102064415364e-09,0.9048374180359595
1730,7.9,0.18,0.49,5.2,0.051,36.0,157.0,3.18,0.48,6,0.22929936305732485,9.577888291887943e-23,0.7864312286813591
1731,6.7,0.39,0.31,2.7,0.054,27.0,202.0,3.46,0.57,6,0.13366336633663367,1.2565925342789908e-40,0.23598194054475852
1732,6.6,0.3,0.24,1.2,0.034,17.0,121.0,3.13,0.36,5,0.14049586776859505,3.0741274839199463e-12,0.9937694906233947
1733,7.2,0.655,0.03,1.8,0.078,7.0,12.0,3.34,0.39,5,0.5833333333333334,0.5091564206075492,0.03881300143312163
1734,7.2,0.2,0.3,2.0,0.039,43.0,188.0,3.3,0.41,6,0.22872340425531915,1.690278252441856e-34,0.38251018447178037
1735,7.8,0.17,0.23,1.7,0.029,39.0,128.0,3.37,0.41,7,0.3046875,5.120188741348687e-14,0.999000499833375
1736,7.6,0.31,0.24,1.8,0.037,39.0,150.0,3.05,0.44,7,0.26,1.943910877113129e-20,0.865887748059205
1737,10.9,0.32,0.52,1.8,0.132,17.0,44.0,3.28,0.77,6,0.38636363636363635,0.4202102910640503,0.186187695219304
1738,8.1,0.72,0.09,2.8,0.084,18.0,49.0,3.43,0.72,6,0.3673469387755102,0.2341016163455822,0.22712607936093493
1739,7.4,0.3,0.49,8.2,0.055,49.0,188.0,3.52,0.58,6,0.26063829787234044,1.690278252441856e-34,0.38251018447178037
1740,7.0,0.16,0.26,7.3,0.047,30.0,220.0,3.38,0.58,6,0.13636363636363635,2.9437066622126376e-49,0.10981040403263917
1741,5.6,0.32,0.32,8.3,0.043,32.0,105.0,3.24,0.47,6,0.3047619047619048,1.1837421617474535e-08,0.895610204755188
1742,6.2,0.37,0.24,6.1,0.032,19.0,86.0,3.04,0.26,8,0.22093023255813954,2.915162210177123e-05,0.6703200460356393
1743,6.8,0.18,0.46,1.4,0.064,37.0,160.0,3.37,0.45,5,0.23125,8.980380306948888e-24,0.7490122054026693
1744,5.9,0.23,0.3,12.9,0.054,57.0,170.0,3.28,0.39,5,0.3352941176470588,2.2768604782708498e-27,0.6163132019122897
1745,7.2,0.19,0.31,6.3,0.034,17.0,103.0,3.15,0.52,7,0.1650485436893204,2.982258036495961e-08,0.8761219372139776
1746,5.7,0.33,0.15,1.9,0.05,20.0,93.0,3.38,0.62,5,0.21505376344086022,2.111736422206623e-06,0.7616638213305269
1747,5.5,0.24,0.32,8.7,0.06,19.0,102.0,3.27,0.31,5,0.18627450980392157,4.691164021834418e-08,0.865887748059205
1748,6.7,0.3,0.29,2.8,0.025,37.0,107.0,3.31,0.63,7,0.34579439252336447,4.587181746647525e-09,0.91370273103288
1749,5.7,0.385,0.04,12.6,0.034,22.0,115.0,3.28,0.63,6,0.19130434782608696,8.137117671797838e-11,0.9702029524890169
1750,7.4,0.31,0.48,14.2,0.042,62.0,204.0,3.06,0.59,5,0.30392156862745096,1.5204233453478976e-41,0.21849328438476312
1751,6.8,0.23,0.33,1.9,0.047,20.0,101.0,3.1,0.46,6,0.19801980198019803,7.335171144838272e-08,0.8553453273074225
1752,7.1,0.72,0.0,1.8,0.123,6.0,14.0,3.45,0.58,5,0.42857142857142855,0.6022997704830654,0.04345627581810221
1753,5.8,0.23,0.2,2.0,0.043,39.0,154.0,3.21,0.39,6,0.2532467532467532,9.678162373986572e-22,0.8220122346781865
1754,7.0,0.24,0.51,11.0,0.029,55.0,227.0,3.03,0.61,5,0.2422907488986784,7.667648073722e-53,0.0780621480245016
1755,7.2,0.21,0.29,3.1,0.044,39.0,122.0,3.0,0.6,6,0.319672131147541,1.7437206169109494e-12,0.9960079893439915
1756,7.8,0.52,0.25,1.9,0.081,14.0,38.0,3.43,0.65,6,0.3684210526315789,0.6955864334990951,0.14427991674278817
1757,6.7,0.23,0.33,1.8,0.036,23.0,96.0,3.32,0.4,6,0.23958333333333334,6.265733440181832e-07,0.7985162187593771
1758,8.0,0.34,0.49,9.0,0.033,39.0,180.0,3.13,0.38,8,0.21666666666666667,3.1681185134954354e-31,0.4823911401151259
1759,6.2,0.44,0.18,7.7,0.096,28.0,210.0,3.56,0.72,5,0.13333333333333333,2.3320415641888565e-44,0.17135805889335737
1760,8.8,0.35,0.49,1.0,0.036,14.0,56.0,2.96,0.33,4,0.25,0.08021858963571736,0.29375770032353277
1761,6.7,0.24,0.35,13.1,0.05,64.0,205.0,3.15,0.5,5,0.3121951219512195,5.2413227817978224e-42,0.21008354374916954
1762,7.1,0.59,0.01,2.5,0.077,20.0,85.0,3.55,0.59,5,0.23529411764705882,4.140950972534782e-05,0.6568825786411052
1763,7.8,0.645,0.0,2.0,0.082,8.0,16.0,3.38,0.59,6,0.5,0.6955864334990951,0.048557821270009974
1764,7.1,0.26,0.29,12.4,0.044,62.0,240.0,3.04,0.42,6,0.25833333333333336,7.753199366352379e-60,0.03881300143312163
1765,7.6,0.3,0.4,2.2,0.054,29.0,175.0,3.19,0.53,5,0.1657142857142857,2.8949495863367986e-29,0.5486744503339374
1766,6.6,0.35,0.29,14.4,0.044,54.0,177.0,3.17,0.58,6,0.3050847457627119,4.843089239878731e-30,0.5219152816293969
1767,6.0,0.31,0.47,3.6,0.067,18.0,42.0,3.39,0.66,6,0.42857142857142855,0.5091564206075492,0.17135805889335737
1768,6.0,0.24,0.41,1.3,0.036,42.0,118.0,3.04,0.64,6,0.3559322033898305,1.6248833408110006e-11,0.9841273200552851
1769,7.2,0.17,0.28,17.55,0.05,33.0,154.0,2.94,0.43,7,0.21428571428571427,9.678162373986572e-22,0.8220122346781865
1770,7.0,0.23,0.35,1.4,0.036,31.0,113.0,3.16,0.48,7,0.2743362831858407,2.3113942871074907e-10,0.9586300930895252
1771,6.4,0.3,0.38,7.8,0.046,35.0,192.0,3.1,0.37,5,0.18229166666666666,3.380634276928092e-36,0.336552878364737
1772,7.3,0.28,0.36,12.7,0.04,38.0,140.0,3.3,0.79,6,0.2714285714285714,2.3093049247977918e-17,0.9521811296985049
1773,6.8,0.23,0.3,1.7,0.043,19.0,95.0,3.17,0.46,7,0.2,9.450764625260006e-07,0.7864312286813591
1774,4.8,0.13,0.32,1.2,0.042,40.0,98.0,3.42,0.64,7,0.40816326530612246,2.7049830631279825e-07,0.8220122346781865
1775,6.4,0.2,0.22,7.4,0.032,53.0,172.0,3.24,0.58,6,0.3081395348837209,4.044599780491334e-28,0.5891938690486437
1776,8.1,0.27,0.33,1.3,0.045,26.0,100.0,2.98,0.44,6,0.26,1.1400768255377355e-07,0.8445089033860343
1777,6.1,0.21,0.4,1.4,0.066,40.5,165.0,3.25,0.59,6,0.24545454545454545,1.541301708810367e-25,0.6836904652289411
1778,10.8,0.29,0.42,1.6,0.084,19.0,27.0,3.28,0.73,6,0.7037037037037037,1.0,0.08627201579919554
1779,7.8,0.63,0.48,1.7,0.1,14.0,96.0,3.19,0.62,5,0.14583333333333334,6.265733440181832e-07,0.7985162187593771
1780,6.2,0.25,0.54,7.0,0.046,58.0,176.0,3.19,0.7,5,0.32954545454545453,1.187639468071445e-29,0.5352614285189903
1781,6.9,0.19,0.35,13.5,0.038,49.0,118.0,3.0,0.63,6,0.4152542372881356,1.6248833408110006e-11,0.9841273200552851
1782,10.4,0.44,0.73,6.55,0.074,38.0,76.0,3.17,0.85,7,0.5,0.0007443494072305689,0.5352614285189903
1783,6.8,0.21,0.36,18.1,0.046,32.0,133.0,3.27,0.48,5,0.24060150375939848,2.2950999526353423e-15,0.9878247258083831
1784,7.7,0.58,0.01,1.8,0.088,12.0,18.0,3.32,0.56,7,0.6666666666666666,0.7842715137715565,0.05414985409492427
1785,5.6,0.34,0.3,6.9,0.038,23.0,89.0,3.25,0.49,6,0.25842696629213485,9.811062327352189e-06,0.7101706398545315
1786,6.2,0.26,0.19,3.4,0.049,47.0,172.0,3.14,0.43,6,0.27325581395348836,4.044599780491334e-28,0.5891938690486437
1787,5.9,0.395,0.13,2.4,0.056,14.0,28.0,3.62,0.67,6,0.5,0.997004495503373,0.09062728067998384
1788,12.9,0.5,0.55,2.8,0.072,7.0,24.0,3.09,0.68,6,0.2916666666666667,0.9733612415243368,0.07419934176053282
1789,7.0,0.32,0.31,6.4,0.031,38.0,115.0,3.38,0.58,7,0.33043478260869563,8.137117671797838e-11,0.9702029524890169
1790,7.7,0.43,0.25,2.6,0.073,29.0,63.0,3.37,0.58,6,0.4603174603174603,0.020486277647979705,0.37074158331572676
1791,9.1,0.5,0.3,1.9,0.065,8.0,17.0,3.32,0.71,6,0.47058823529411764,0.7408182206817179,0.05129048610743099
1792,5.7,0.25,0.21,1.5,0.044,21.0,108.0,3.3,0.59,6,0.19444444444444445,2.8299692247416165e-09,0.922193691444608
1793,6.7,0.27,0.33,3.6,0.034,9.0,45.0,3.08,0.4,6,0.2,0.3783256296880768,0.19393155334169038
1794,6.8,0.27,0.12,1.3,0.04,87.0,168.0,3.18,0.41,5,0.5178571428571429,1.251336797465485e-26,0.6433927065729562
1795,7.2,0.23,0.38,14.3,0.058,55.0,194.0,3.09,0.44,6,0.28350515463917525,4.611939298975168e-37,0.3147426368427819
1796,6.3,0.41,0.33,4.7,0.023,28.0,110.0,3.3,0.38,7,0.2545454545454545,1.0578788696485318e-09,0.9380049995307295
1797,6.5,0.18,0.29,1.7,0.035,39.0,144.0,3.49,0.5,6,0.2708333333333333,1.4615999237207966e-18,0.922193691444608
1798,8.9,0.5,0.21,2.2,0.088,21.0,39.0,3.33,0.83,6,0.5384615384615384,0.6492093766851474,0.15073227938036599
1799,5.9,0.22,0.18,6.4,0.041,28.0,120.0,3.27,0.5,5,0.23333333333333334,5.387174930744011e-12,0.9910403787728836
1800,6.9,0.21,0.28,2.4,0.056,49.0,159.0,3.02,0.47,8,0.3081761006289308,1.988652231859961e-23,0.7616638213305269
1801,10.5,0.24,0.42,1.8,0.077,6.0,22.0,3.21,1.05,7,0.2727272727272727,0.9277434863285529,0.06693722761675015
1802,8.0,0.32,0.36,4.6,0.042,56.0,178.0,3.29,0.47,6,0.3146067415730337,1.9631548368028403e-30,0.5086475186803137
1803,6.2,0.17,0.3,1.1,0.037,14.0,79.0,3.5,0.54,6,0.17721518987341772,0.0002999184360822198,0.5756531326166507
1804,6.4,0.105,0.29,1.1,0.035,44.0,140.0,3.17,0.55,7,0.3142857142857143,2.3093049247977918e-17,0.9521811296985049
1805,7.9,0.18,0.37,1.2,0.04,16.0,75.0,3.18,0.63,5,0.21333333333333335,0.0009957642750772577,0.5219152816293969
1806,7.0,0.28,0.32,1.7,0.038,27.0,128.0,3.2,0.62,6,0.2109375,5.120188741348687e-14,0.999000499833375
1807,5.6,0.26,0.18,1.4,0.034,18.0,135.0,3.32,0.35,6,0.13333333333333333,6.355759997078935e-16,0.9799536542670847
1808,7.2,0.2,0.25,4.5,0.044,31.0,109.0,3.23,0.36,5,0.28440366972477066,1.7354484227940743e-09,0.9302982921639203
1809,7.0,0.38,0.49,2.5,0.097,33.0,85.0,3.39,0.77,6,0.38823529411764707,4.140950972534782e-05,0.6568825786411052
1810,7.0,0.21,0.28,8.7,0.045,37.0,222.0,3.25,0.54,6,0.16666666666666666,2.8698353239258646e-50,0.09985860935030318
1811,6.8,0.37,0.67,1.5,0.175,16.0,98.0,3.06,0.56,6,0.16326530612244897,2.7049830631279825e-07,0.8220122346781865
1812,7.8,0.15,0.34,1.1,0.035,31.0,93.0,3.07,0.72,7,0.3333333333333333,2.111736422206623e-06,0.7616638213305269
1813,6.5,0.29,0.25,10.6,0.039,32.0,120.0,3.31,0.34,6,0.26666666666666666,5.387174930744011e-12,0.9910403787728836
1814,7.9,0.26,0.41,15.15,0.04,38.0,216.0,2.96,0.6,6,0.17592592592592593,2.882042864716373e-47,0.13199384318783022
1815,7.9,0.16,0.3,7.4,0.05,58.0,152.0,3.12,0.37,6,0.3815789473684211,4.3898144201314395e-21,0.8445089033860343
1816,6.2,0.2,0.31,1.0,0.031,22.0,73.0,3.24,0.52,6,0.3013698630136986,0.0017502441263580752,0.49546924289722294
1817,9.3,0.33,0.45,1.5,0.057,19.0,37.0,3.18,0.89,7,0.5135135135135135,0.7408182206817179,0.13803472431586922
1818,7.7,0.49,1.0,19.6,0.03,28.0,135.0,3.24,0.4,6,0.2074074074074074,6.355759997078935e-16,0.9799536542670847
1819,6.6,0.52,0.44,12.2,0.048,54.0,245.0,3.26,0.54,6,0.22040816326530613,1.2071663644473335e-62,0.02900607465701743
1820,10.8,0.5,0.46,2.5,0.073,5.0,27.0,3.05,0.64,5,0.18518518518518517,1.0,0.08627201579919554
1821,6.4,0.32,0.35,4.8,0.03,34.0,101.0,3.36,0.6,8,0.33663366336633666,7.335171144838272e-08,0.8553453273074225
1822,8.2,0.34,0.49,8.0,0.046,55.0,223.0,3.08,0.52,6,0.24663677130044842,8.880339095421405e-51,0.09515482282280588
1823,7.4,0.2,0.35,6.1,0.025,10.0,40.0,2.79,0.52,5,0.25,0.6022997704830654,0.15739448212473714
1824,11.7,0.49,0.49,2.2,0.083,5.0,15.0,3.19,0.43,5,0.3333333333333333,0.6492093766851474,0.045947768270989044
1825,7.4,0.35,0.2,13.9,0.054,63.0,229.0,3.11,0.5,6,0.27510917030567683,6.872961027031994e-54,0.07049242653287519
1826,6.7,0.27,0.25,8.0,0.053,54.0,202.0,3.22,0.43,5,0.26732673267326734,1.2565925342789908e-40,0.23598194054475852
1827,7.4,0.4,0.29,5.4,0.044,31.0,122.0,3.3,0.5,8,0.2540983606557377,1.7437206169109494e-12,0.9960079893439915
1828,5.9,0.37,0.1,1.6,0.057,39.0,128.0,3.24,0.48,5,0.3046875,5.120188741348687e-14,0.999000499833375
1829,8.2,0.38,0.49,13.6,0.042,58.0,166.0,3.1,0.54,5,0.3493975903614458,6.71411762552558e-26,0.6703200460356393
1830,6.8,0.28,0.6,1.1,0.132,42.0,127.0,3.09,0.44,6,0.33070866141732286,9.357622968840175e-14,0.999750031247396
1831,6.8,0.21,0.27,18.15,0.042,41.0,146.0,3.3,0.36,5,0.2808219178082192,3.54705175499289e-19,0.9048374180359595
1832,6.8,0.52,0.26,5.7,0.038,27.0,130.0,3.11,0.27,7,0.2076923076923077,1.505599717049095e-14,0.9960079893439915
1833,8.0,1.18,0.21,1.9,0.083,14.0,41.0,3.34,0.47,5,0.34146341463414637,0.5554370486980182,0.1642689919485795
1834,7.5,0.725,0.04,1.5,0.076,8.0,15.0,3.26,0.53,5,0.5333333333333333,0.6492093766851474,0.045947768270989044
1835,6.6,0.41,0.27,10.7,0.11,20.0,103.0,3.08,0.41,6,0.1941747572815534,2.982258036495961e-08,0.8761219372139776
1836,5.3,0.36,0.27,6.3,0.028,40.0,132.0,3.37,0.4,6,0.30303030303030304,4.322251274666006e-15,0.9910403787728836
1837,6.6,0.25,0.32,5.6,0.039,15.0,68.0,2.96,0.52,6,0.22058823529411764,0.006454356176091937,0.43127902868897855
1838,13.0,0.47,0.49,4.3,0.085,6.0,47.0,3.3,0.68,6,0.1276595744680851,0.30119421191220214,0.21008354374916954
1839,6.4,0.57,0.02,1.8,0.067,4.0,11.0,3.46,0.68,5,0.36363636363636365,0.4639400210916467,0.03665336648090768
1840,6.2,0.36,0.38,3.2,0.031,20.0,89.0,3.06,0.33,7,0.2247191011235955,9.811062327352189e-06,0.7101706398545315
1841,6.8,0.25,0.38,8.1,0.046,24.0,155.0,3.33,0.59,6,0.15483870967741936,4.503577342094862e-22,0.8103816252373415
1842,8.7,0.15,0.3,1.6,0.046,29.0,130.0,3.22,0.38,6,0.2230769230769231,1.505599717049095e-14,0.9960079893439915
1843,7.9,0.3,0.27,8.5,0.036,20.0,112.0,2.96,0.46,6,0.17857142857142858,3.86070932651607e-10,0.9521811296985049
1844,6.6,0.21,0.49,18.15,0.042,41.0,158.0,3.28,0.39,6,0.25949367088607594,4.377409621689854e-23,0.7741419687922484
1845,8.0,0.19,0.36,1.8,0.05,16.0,84.0,3.15,0.45,7,0.19047619047619047,5.846981031057106e-05,0.6433927065729562
1846,12.8,0.3,0.74,2.6,0.095,9.0,28.0,3.2,0.77,7,0.32142857142857145,0.997004495503373,0.09062728067998384
1847,6.9,0.52,0.25,2.6,0.081,10.0,37.0,3.46,0.5,5,0.2702702702702703,0.7408182206817179,0.13803472431586922
1848,6.7,0.19,0.39,1.0,0.032,14.0,71.0,3.31,0.38,7,0.19718309859154928,0.0030034309313291996,0.46942346850496713
1849,6.7,0.47,0.34,8.9,0.043,31.0,172.0,3.22,0.6,5,0.18023255813953487,4.044599780491334e-28,0.5891938690486437
1850,7.3,0.24,0.34,15.4,0.05,38.0,174.0,3.03,0.42,6,0.21839080459770116,7.014417661831649e-29,0.5621424451968224
1851,6.2,0.28,0.51,7.9,0.056,49.0,206.0,3.18,0.52,5,0.23786407766990292,1.7960214369502856e-42,0.20189651799465538
1852,7.7,0.66,0.04,1.6,0.039,4.0,9.0,3.4,0.47,5,0.4444444444444444,0.3783256296880768,0.032638914701690364
1853,9.6,0.6,0.5,2.3,0.079,28.0,71.0,3.5,0.57,5,0.39436619718309857,0.0030034309313291996,0.46942346850496713
1854,7.8,0.28,0.25,3.4,0.024,27.0,99.0,2.98,0.37,6,0.2727272727272727,1.7613765798223122e-07,0.8333929661285026
1855,8.4,0.22,0.3,8.9,0.024,17.0,118.0,2.99,0.34,6,0.1440677966101695,1.6248833408110006e-11,0.9841273200552851
1856,7.1,0.2,0.35,3.2,0.034,21.0,107.0,3.11,0.54,6,0.19626168224299065,4.587181746647525e-09,0.91370273103288
1857,6.5,0.28,0.29,2.7,0.038,26.0,107.0,3.32,0.41,7,0.24299065420560748,4.587181746647525e-09,0.91370273103288
1858,8.3,0.31,0.39,2.4,0.078,17.0,43.0,3.31,0.77,7,0.3953488372093023,0.4639400210916467,0.1786637020001245
1859,6.8,0.64,0.1,2.1,0.085,18.0,101.0,3.34,0.52,5,0.1782178217821782,7.335171144838272e-08,0.8553453273074225
1860,6.8,0.27,0.32,1.5,0.044,19.0,142.0,3.1,0.43,6,0.13380281690140844,5.879852484306267e-18,0.9380049995307295
1861,7.3,0.22,0.37,14.3,0.063,48.0,191.0,2.89,0.38,6,0.2513089005235602,9.070826166408033e-36,0.3477574586840902
1862,7.2,0.21,0.36,15.7,0.045,68.0,183.0,3.25,0.76,5,0.37158469945355194,1.9634889666798433e-32,0.44385826077685925
1863,7.2,0.16,0.32,0.8,0.04,50.0,121.0,3.27,0.33,6,0.4132231404958678,3.0741274839199463e-12,0.9937694906233947
1864,7.0,0.21,0.31,6.0,0.046,29.0,108.0,3.26,0.5,6,0.26851851851851855,2.8299692247416165e-09,0.922193691444608
1865,5.8,0.22,0.3,1.1,0.047,36.0,131.0,3.26,0.45,5,0.2748091603053435,8.091194688671889e-15,0.9937694906233947
1866,6.9,0.3,0.29,1.3,0.053,24.0,189.0,3.29,0.54,4,0.12698412698412698,6.413968914756689e-35,0.37074158331572676
1867,6.6,0.35,0.35,6.0,0.063,31.0,150.0,3.1,0.47,6,0.20666666666666667,1.943910877113129e-20,0.865887748059205
1868,6.8,0.19,0.34,1.9,0.04,41.0,108.0,3.25,0.45,6,0.37962962962962965,2.8299692247416165e-09,0.922193691444608
1869,10.2,0.23,0.37,2.2,0.057,14.0,36.0,3.23,0.49,4,0.3888888888888889,0.7842715137715565,0.13199384318783022
1870,12.3,0.39,0.63,2.3,0.091,6.0,18.0,3.16,0.49,5,0.3333333333333333,0.7842715137715565,0.05414985409492427
1871,9.3,0.775,0.27,2.8,0.078,24.0,56.0,3.31,0.67,6,0.42857142857142855,0.08021858963571736,0.29375770032353277
1872,7.4,0.21,0.27,1.2,0.041,27.0,99.0,3.19,0.33,6,0.2727272727272727,1.7613765798223122e-07,0.8333929661285026
1873,7.4,0.36,0.29,2.6,0.087,26.0,72.0,3.39,0.68,5,0.3611111111111111,0.002299646186124936,0.4823911401151259
1874,6.2,0.3,0.32,1.3,0.054,27.0,183.0,3.3,0.43,5,0.14754098360655737,1.9634889666798433e-32,0.44385826077685925
1875,11.0,0.2,0.48,2.0,0.343,6.0,18.0,3.3,0.71,5,0.3333333333333333,0.7842715137715565,0.05414985409492427
1876,6.1,0.2,0.34,9.5,0.041,38.0,201.0,3.14,0.44,3,0.1890547263681592,3.580146494267396e-40,0.2450605392455259
1877,7.1,0.43,0.3,6.6,0.025,15.0,138.0,3.18,0.46,6,0.10869565217391304,8.854683967714215e-17,0.9646402934831231
1878,6.9,0.3,0.33,4.1,0.035,26.0,155.0,3.25,0.79,8,0.16774193548387098,4.503577342094862e-22,0.8103816252373415
1879,6.9,0.25,0.3,4.1,0.054,23.0,116.0,2.99,0.38,6,0.19827586206896552,4.784760746553178e-11,0.9753099120283326
1880,6.0,0.5,0.0,1.4,0.057,15.0,26.0,3.36,0.45,5,0.5769230769230769,0.997004495503373,0.0820849986238988
1881,6.9,0.4,0.37,8.9,0.053,36.0,148.0,3.16,0.5,5,0.24324324324324326,8.403950222399538e-20,0.8860339595928756
1882,7.3,0.25,0.36,2.1,0.034,30.0,177.0,3.25,0.4,8,0.1694915254237288,4.843089239878731e-30,0.5219152816293969
1883,7.4,0.18,0.29,1.4,0.042,34.0,101.0,3.54,0.6,7,0.33663366336633666,7.335171144838272e-08,0.8553453273074225
1884,5.7,0.21,0.24,2.3,0.047,60.0,189.0,3.65,0.72,6,0.31746031746031744,6.413968914756689e-35,0.37074158331572676
1885,6.1,0.22,0.28,16.55,0.059,54.0,135.0,3.2,0.38,5,0.4,6.355759997078935e-16,0.9799536542670847
1886,7.1,0.12,0.3,3.1,0.018,15.0,37.0,3.02,0.52,7,0.40540540540540543,0.7408182206817179,0.13803472431586922
1887,7.0,0.21,0.28,8.6,0.045,37.0,221.0,3.25,0.54,6,0.167420814479638,9.218890090684604e-50,0.10474253370494471
1888,5.1,0.33,0.22,1.6,0.027,18.0,89.0,3.51,0.38,7,0.20224719101123595,9.811062327352189e-06,0.7101706398545315
1889,6.3,0.32,0.32,1.5,0.03,24.0,101.0,3.21,0.42,5,0.2376237623762376,7.335171144838272e-08,0.8553453273074225
1890,5.1,0.11,0.32,1.6,0.028,12.0,90.0,3.57,0.52,6,0.13333333333333333,6.743037951139162e-06,0.7232502423798424
1891,7.9,0.19,0.45,1.5,0.045,17.0,96.0,3.13,0.39,6,0.17708333333333334,6.265733440181832e-07,0.7985162187593771
1892,6.6,0.725,0.2,7.8,0.073,29.0,79.0,3.29,0.54,5,0.3670886075949367,0.0002999184360822198,0.5756531326166507
1893,12.8,0.615,0.66,5.8,0.083,7.0,42.0,3.07,0.73,7,0.16666666666666666,0.5091564206075492,0.17135805889335737
1894,6.8,0.91,0.06,2.0,0.06,4.0,11.0,3.53,0.64,4,0.36363636363636365,0.4639400210916467,0.03665336648090768
1895,9.0,0.26,0.34,6.7,0.029,21.0,162.0,3.08,0.5,6,0.12962962962962962,1.7986605191577125e-24,0.7232502423798424
1896,7.3,0.19,0.27,13.9,0.057,45.0,155.0,2.94,0.41,8,0.2903225806451613,4.503577342094862e-22,0.8103816252373415
1897,8.6,0.685,0.1,1.6,0.092,3.0,12.0,3.31,0.65,6,0.25,0.5091564206075492,0.03881300143312163
1898,6.4,0.24,0.29,11.4,0.051,32.0,166.0,3.31,0.45,5,0.1927710843373494,6.71411762552558e-26,0.6703200460356393
1899,8.4,0.2,0.31,2.8,0.054,16.0,89.0,2.96,0.45,6,0.1797752808988764,9.811062327352189e-06,0.7101706398545315
1900,6.8,0.32,0.28,4.8,0.034,25.0,100.0,3.08,0.47,7,0.25,1.1400768255377355e-07,0.8445089033860343
1901,7.6,0.18,0.49,18.05,0.046,36.0,158.0,3.06,0.41,5,0.22784810126582278,4.377409621689854e-23,0.7741419687922484
